batch:5  lamda:100.0
epoch,dis_loss,gan_mae,gan_entropy,test_dis_loss,validation_mae,validation_entropy
25,0.533554,0.0837913,1.40808,0.7133924961090088,0.09782,1.18144
26,0.144712,0.0716978,2.04769,1.0732617378234863,0.0726179,1.75965
27,0.26664,0.077716,1.68794,0.9037455320358276,0.101652,1.94071
28,0.139693,0.0718836,2.06374,0.8112412095069885,0.0688745,0.941513
29,0.137024,0.0668191,2.0662,0.4110524356365204,0.06661,1.90597
30,0.133621,0.0646398,2.07755,0.674521803855896,0.0665112,1.28239
31,0.133574,0.0641041,2.07887,0.861688494682312,0.0637999,1.61257
32,0.133559,0.0626327,2.07921,0.9043199419975281,0.0635415,1.71848
33,0.133549,0.0624475,2.07929,0.9364818334579468,0.0620653,1.75293
34,0.133549,0.0615663,2.07932,0.9354444742202759,0.0614255,1.8187
35,0.133548,0.0612311,2.07934,0.9354555606842041,0.0609868,1.79598
36,0.133547,0.0613725,2.07936,0.9463503956794739,0.0614295,1.81856
37,0.133547,0.0615942,2.07937,0.93546462059021,0.0621127,1.90132
38,0.133545,0.0603195,2.07938,0.9433796405792236,0.0606934,1.87235
39,0.133542,0.0603027,2.07939,0.9517155289649963,0.0609384,1.92886
40,0.133542,0.0601678,2.07939,0.9490563869476318,0.0599479,1.92474
41,0.133541,0.0595756,2.0794,0.9492029547691345,0.0600952,1.91278
42,0.13354,0.0594731,2.0794,0.9452383518218994,0.0594748,1.92905
43,0.13354,0.0594015,2.0794,0.9457926750183105,0.0600561,1.94131
44,0.13354,0.0591823,2.07941,0.9424770474433899,0.0587326,1.90334
45,0.13354,0.058819,2.07941,0.9517217874526978,0.05991,1.90238
46,0.133539,0.0584391,2.07941,0.9452851414680481,0.0584818,1.92307
47,0.133541,0.0599693,2.07941,0.922812819480896,0.0599601,1.9452
48,0.133538,0.0583643,2.07941,0.9368923902511597,0.0583131,1.89374
49,0.133538,0.0581194,2.07941,0.9476317167282104,0.0581319,1.88112
50,0.133538,0.0578241,2.07941,0.929375410079956,0.0579563,1.88716
51,0.133538,0.0575482,2.07942,0.9359877109527588,0.0576973,1.82193
52,0.133537,0.0575888,2.07942,0.9382224082946777,0.0596133,1.85084
53,0.133538,0.0579059,2.07942,0.9225571155548096,0.0584963,1.82458
54,0.133536,0.0571527,2.07942,0.9207984209060669,0.0579175,1.83159
55,0.133551,0.0570927,2.07934,0.7817227840423584,0.0570426,1.485
56,0.133537,0.0568837,2.0794,0.8291418552398682,0.0569642,1.52997
57,0.133536,0.0565556,2.07942,0.8662776947021484,0.056798,1.61533
58,0.133536,0.0565368,2.07942,0.8906233310699463,0.0572135,1.67443
59,0.133536,0.0567811,2.07942,0.9047675728797913,0.0573056,1.72009
60,0.133536,0.0563558,2.07943,0.9189521670341492,0.0567948,1.80956
61,0.133537,0.0560685,2.07943,0.9233716726303101,0.0567559,1.79644
62,0.133535,0.055765,2.07943,0.9523120522499084,0.0563707,1.76478
63,0.133535,0.055855,2.07943,0.9540425539016724,0.0572359,1.69486
64,0.133535,0.0561263,2.07944,0.957734227180481,0.0564717,1.70309
65,0.133535,0.0562823,2.07944,0.9833289980888367,0.056364,1.83004
66,0.133534,0.0554511,2.07944,1.0013490915298462,0.0564672,1.78627
67,0.133534,0.0551646,2.07944,1.0030430555343628,0.0559312,1.7442
68,0.133534,0.0553126,2.07944,1.000977873802185,0.0563759,1.71748
69,0.133534,0.0551655,2.07944,1.0132927894592285,0.0557476,1.78815
70,0.133534,0.0549455,2.07944,1.007207989692688,0.0557153,1.74232
71,0.133533,0.0548905,2.07944,1.0121554136276245,0.0555044,1.76045
72,0.133533,0.0549054,2.07944,1.0323445796966553,0.0558781,1.77435
73,0.133533,0.0546831,2.07944,1.0345988273620605,0.0563669,1.71645
74,0.133533,0.0546547,2.07944,1.0246222019195557,0.0565533,1.76983
75,0.133534,0.0547438,2.07944,1.0016405582427979,0.0558555,1.80783
76,0.133533,0.0543001,2.07944,1.0122541189193726,0.0553161,1.63804
77,0.133533,0.0543224,2.07944,1.0333750247955322,0.0551558,1.66741
78,0.133532,0.0540565,2.07944,1.044405221939087,0.0551345,1.68652
79,0.133532,0.0541759,2.07944,1.0412132740020752,0.0551057,1.69435
80,1.22082,0.0562459,1.12791,0.8154866695404053,0.0597475,1.11524
81,1.17526,0.0593679,0.96801,0.8171628713607788,0.0649811,0.996065
82,1.03258,0.059448,1.04444,0.806229293346405,0.0612687,0.93555
83,1.05057,0.0612426,1.03822,1.2134531736373901,0.0628255,1.31376
84,1.24286,0.0624612,0.88325,1.0234295129776,0.0688521,0.994579
85,1.13571,0.0656899,0.90065,0.6268895268440247,0.0689659,0.525208
86,0.684821,0.061883,1.65632,1.0219889879226685,0.0637783,1.75535
87,0.653981,0.0589024,1.44859,0.5981380939483643,0.0608248,1.11686
88,0.939529,0.0663519,1.0283,0.6806741952896118,0.0715397,0.613982
89,1.13142,0.0641259,1.20555,inf,0.0684057,inf
90,1.07866,0.0635913,1.21955,0.7364636063575745,0.069682,0.495031
91,0.853484,0.0667049,0.968936,0.7298315167427063,0.0639523,0.736433
92,0.730331,0.0666354,0.981461,0.7792646884918213,0.0750961,0.474719
93,0.738025,0.0697364,0.958527,0.5173882246017456,0.0841125,0.543301
94,0.800301,0.0668424,1.04404,0.5023586750030518,0.0668705,1.12736
95,0.555562,0.0662694,1.16142,0.8863502144813538,0.0667812,0.34809
96,0.673376,0.0647918,1.49341,0.977776288986206,0.0602667,2.10116
97,0.134846,0.0562717,2.07792,1.0852817296981812,0.0579296,2.01967
98,0.13366,0.0557064,2.07928,1.084194302558899,0.0565804,1.62748
99,0.133627,0.0548925,2.07929,1.1101548671722412,0.0556587,1.64488
100,0.133573,0.0545276,2.07935,1.0975030660629272,0.055647,1.56626
101,0.133597,0.0543269,2.07938,1.1224703788757324,0.0561141,1.593
102,0.133555,0.0543895,2.07937,1.0980503559112549,0.0551307,1.69289
103,0.133555,0.054126,2.07939,1.107749581336975,0.0552692,1.52392
104,0.133553,0.0538609,2.07939,1.105493426322937,0.0546869,1.56855
105,0.133557,0.0536282,2.07939,1.0905917882919312,0.0546113,1.59486
106,0.13355,0.0535047,2.07939,1.094736099243164,0.054498,1.56835
107,0.133549,0.053519,2.0794,1.0943920612335205,0.0547892,1.4579
108,0.133547,0.0531214,2.0794,1.096314549446106,0.0543338,1.52161
109,0.133547,0.0532173,2.0794,1.0824553966522217,0.0542097,1.56794
110,0.133545,0.0528521,2.07941,1.087597370147705,0.0541185,1.48677
111,0.133544,0.0527376,2.07942,1.094290018081665,0.0539223,1.53517
112,0.133541,0.0526465,2.07941,1.086551547050476,0.0537967,1.53182
113,0.133542,0.0526882,2.07942,1.0946199893951416,0.0538038,1.45869
114,0.133547,0.0525667,2.07942,1.0831422805786133,0.0539031,1.52608
115,0.133542,0.0526334,2.07942,1.1025776863098145,0.0536116,1.38949
116,0.133539,0.052332,2.07942,1.0841457843780518,0.053587,1.4523
117,0.133541,0.0523058,2.07943,1.1046123504638672,0.0536405,1.38077
118,0.13354,0.0523488,2.07942,1.113167405128479,0.0535916,1.479
119,0.133538,0.052013,2.07943,1.118541955947876,0.0534754,1.37741
120,0.133541,0.0521027,2.07943,1.116919755935669,0.0530984,1.35768
121,0.133538,0.0522198,2.07943,1.1073447465896606,0.0530471,1.37286
122,0.133536,0.0518875,2.07943,1.1156636476516724,0.0537011,1.34866
123,0.133537,0.051701,2.07943,1.1007221937179565,0.05354,1.36647
124,0.133537,0.0515411,2.07943,1.090174674987793,0.0533053,1.37317
125,0.133536,0.0514751,2.07943,1.104691982269287,0.0528982,1.4054
126,0.133537,0.0513955,2.07943,1.1029386520385742,0.0526182,1.37878
127,0.133538,0.0513609,2.07943,1.1125470399856567,0.0528535,1.34858
128,0.133535,0.0514022,2.07943,1.1034796237945557,0.0525723,1.31296
129,0.133535,0.0514293,2.07943,1.0911271572113037,0.0528866,1.36449
130,0.133536,0.0511764,2.07943,1.0703601837158203,0.0524874,1.46239
131,0.133536,0.0510235,2.07944,1.114815592765808,0.0525063,1.29888
132,0.133535,0.0510066,2.07944,1.0894830226898193,0.0525698,1.35082
133,0.133534,0.0508789,2.07944,1.0785950422286987,0.0523425,1.43246
134,0.133535,0.050727,2.07944,1.086025595664978,0.0521824,1.38568
135,0.133535,0.050579,2.07944,1.0970948934555054,0.0520585,1.34765
136,0.133534,0.0506425,2.07944,1.0776737928390503,0.0521528,1.38648
137,0.133534,0.050579,2.07944,1.0869793891906738,0.0526953,1.33892
138,0.133534,0.0504876,2.07944,1.1011955738067627,0.0521808,1.31711
139,0.133534,0.0502929,2.07944,1.1110215187072754,0.0517867,1.27295
140,0.133534,0.0501814,2.07944,1.0821391344070435,0.0517652,1.38464
141,0.133545,0.0500682,2.07944,1.1411820650100708,0.0517556,1.31724
142,0.133534,0.0499912,2.07944,1.1227335929870605,0.0517981,1.21943
143,0.133533,0.0499916,2.07944,1.0911270380020142,0.0516472,1.34928
144,0.133533,0.049841,2.07944,1.128221035003662,0.0518404,1.20236
145,0.133533,0.0499323,2.07944,1.1252557039260864,0.051534,1.17945
146,0.133533,0.0496877,2.07944,1.0874568223953247,0.0516909,1.27822
147,0.133533,0.0496951,2.07944,1.101481556892395,0.051488,1.26868
148,0.133533,0.0496954,2.07944,1.1066031455993652,0.0512946,1.21064
149,0.133534,0.0497854,2.07944,1.0837512016296387,0.0514474,1.2523
150,0.234023,0.0497344,2.03907,inf,0.0583334,inf
151,1.03943,0.0602899,1.1776,0.8351825475692749,0.0809674,0.261186
152,0.710907,0.0700413,1.40447,0.23269715905189514,0.11374,1.83331
153,0.315956,0.0666857,0.559098,0.546631932258606,0.0732099,1.67952
154,0.335859,0.0616421,1.74341,0.7486144304275513,0.0669637,13.0381
155,0.196631,0.0804715,1.51363,0.7300446629524231,0.0877617,1.12475
156,0.380469,0.0733974,0.41056,0.7619518041610718,0.0830554,0.333162
157,0.296612,0.0891333,1.18983,1.1473057270050049,0.0982671,0.131356
158,0.352374,0.0797197,0.722848,0.6906229257583618,0.0898192,0.424076
159,0.452095,0.0806913,0.960449,0.7231467366218567,0.093728,1.36515
160,0.305343,0.0731344,0.299505,0.4118780791759491,0.0656408,2.07053
161,0.148727,0.0622115,0.191951,0.8152170777320862,0.0607748,0.28292
162,0.600771,0.0692268,0.728672,1.1518359184265137,0.0670848,1.06387
163,0.520107,0.0799239,1.01763,1.4666557312011719,0.0887066,0.339831
164,0.391079,0.076529,0.498989,0.6651825308799744,0.0746818,0.445949
165,0.524658,0.0758767,1.51303,0.6604347825050354,0.0783817,1.03885
166,0.632141,0.0759443,0.885708,0.6034599542617798,0.0707172,0.462775
167,0.287075,0.0800698,0.815134,0.5180765390396118,0.0913853,1.33807
168,0.263201,0.073682,0.361766,0.35947299003601074,0.0675718,7.61475
169,0.195364,0.0687132,0.252798,0.3567447066307068,0.0624885,1.06592
170,0.369375,0.0672939,0.454566,0.5366415977478027,0.0732041,0.5767
171,0.487662,0.0643798,1.7597,0.4676757752895355,0.0614182,0.975904
172,0.269575,0.0560258,2.05988,0.5909877419471741,0.0568026,1.30599
173,0.267045,0.0551258,2.08612,0.8040343523025513,0.0559237,1.69497
174,0.473197,0.0772407,1.22811,0.5009628534317017,0.0757045,1.42235
175,0.423817,0.0850443,1.04435,0.8521076440811157,0.0874828,0.333291
176,0.420483,0.0791329,0.648737,0.5667452216148376,0.078525,0.734133
177,0.588887,0.0794952,1.10763,0.24209368228912354,0.085088,2.19205
178,0.50443,0.0766901,1.07457,1.188152551651001,0.0963058,2.03728
179,0.332848,0.0867096,0.983257,0.5418096780776978,0.10475,1.35287
180,0.645148,0.0840494,0.738802,0.7815415859222412,0.0800095,0.858828
181,0.795937,0.063638,1.07189,1.1658226251602173,0.0741549,0.150596
182,0.391323,0.0813084,1.43913,0.5079574584960938,0.0756538,1.6114
183,0.424916,0.0812284,0.968484,0.543417751789093,0.0805125,1.34462
184,0.315949,0.0862558,1.12125,0.9634065628051758,0.0862269,0.206378
185,0.317723,0.0810269,1.34525,2.732234001159668,0.0812659,1.75162
186,0.383988,0.0841862,1.75177,0.6829806566238403,0.0841508,1.77811
187,0.158406,0.068666,0.249326,0.47685790061950684,0.0667252,0.655546
188,0.147845,0.0657361,0.218798,0.8285919427871704,0.063787,0.266932
189,0.138436,0.0636976,0.171393,0.6149923205375671,0.0698257,0.470913
190,0.428154,0.0731121,0.633675,0.6008012890815735,0.0736459,0.502131
191,0.612388,0.0730186,0.939207,0.9777483940124512,0.0697537,1.25998
192,0.517691,0.0680644,0.982077,0.6829425692558289,0.0695798,1.73892
193,0.50252,0.0716358,0.469686,0.6705055832862854,0.0691053,0.457731
194,0.387947,0.0705908,0.29515,0.32991254329681396,0.0671125,1.21091
195,0.547051,0.0675445,1.18754,0.5185808539390564,0.0680199,1.15906
196,0.528445,0.0755711,0.872387,0.45092082023620605,0.0732355,1.25151
197,0.40342,0.0804377,1.16155,0.7161517143249512,0.0752901,3.03316
198,0.439564,0.0765694,1.87085,0.5299181938171387,0.0779173,1.9336
199,0.258215,0.0616471,2.23662,0.840400755405426,0.0653556,1.77424
200,0.279334,0.0616576,2.1536,0.7543050050735474,0.0842358,2.7309
